Rank,TokenID,RarityScore
116.0,679,0.02475326033165149
117.0,3085,0.024751265602777933
118.0,2805,0.0247489138538396
119.0,2506,0.0247424442037123
120.0,234,0.02474204694015714
121.0,2123,0.02473846795318618
122.0,4839,0.02473651249466584
123.0,700,0.024734582730190885
124.0,3556,0.02473005328182506
125.0,628,0.024729766716231505
126.0,3371,0.024727231544729042
127.0,630,0.02472235404141809
128.0,1692,0.024719026694266885
129.0,4097,0.02471725424183755
130.0,1073,0.024714155990738472
131.0,3944,0.024705013074041455
132.0,1672,0.024704136463539958
133.0,920,0.024693141337688018
134.0,4013,0.024679337374774173
135.0,3853,0.024675574387562023
136.0,471,0.024672844082036075
137.0,4596,0.02465804327925962
138.0,3204,0.024656706617861374
139.0,1328,0.024654602525731803
140.0,4063,0.024652824368613845
141.0,852,0.024642762201856194
142.0,3024,0.02464056709818857
143.0,2651,0.02463812601263486
144.0,4015,0.02463226898494308
145.0,3397,0.024631013362384876
146.0,1473,0.02462812201103422
147.0,4125,0.02462682042513975
148.0,545,0.024623851584578645
149.0,631,0.02461932476283038
150.0,2190,0.024618060126825107
151.0,922,0.024604238554521617
152.0,1232,0.024602795346310224
153.0,2376,0.024601266992365707
154.0,648,0.024600146334040902
155.0,1032,0.024597446285616956
156.0,267,0.024595851258371222
157.0,4555,0.02459120403432331
158.0,88,0.024589819191516725
159.0,607,0.024588503757457372
160.0,2674,0.02458434612287022
161.0,2882,0.024583832937130477
162.0,2954,0.02458182857271541
163.0,919,0.024575611070376004
164.0,1745,0.02456812612596901
165.0,4324,0.024561617931684668
166.0,1677,0.02455996447175917
167.0,1260,0.024558728546453898
168.0,3507,0.024555510835263823
169.0,2740,0.024553228515968573
170.0,4249,0.024544226034541865
171.0,551,0.02453629283601027
172.0,3998,0.024532450572202123
173.0,3549,0.024531075138308038
174.0,2385,0.02452243523672095
175.0,1220,0.024522182215844734
176.0,3659,0.024516281191894272
177.0,4521,0.024509256983889477
178.0,2117,0.024508957002545947
179.0,1097,0.024508031445646637
180.0,959,0.024501087965574424
181.0,1150,0.024500538875452553
182.0,314,0.024497536387825956
183.0,395,0.024497391585397363
184.0,3693,0.024496102722853852
185.0,1999,0.024494104325711648
186.0,3102,0.024491459883749865
187.0,2521,0.02448819213595419
188.0,3560,0.024487184428026564
189.0,1748,0.02448631839516712
190.0,1177,0.024483674473947996
191.0,1524,0.024483078717930554
192.0,3127,0.02448062410669164
193.0,3223,0.024475338376840298
194.0,1765,0.02447514761252972
195.0,4447,0.02446836113698763
196.0,925,0.024468246816487377
197.0,951,0.02446796727915577
198.0,3050,0.024466257105588068
199.0,4215,0.024465169306240125
200.0,4351,0.0244641896714593
201.0,4727,0.024457991029727323
202.0,3668,0.024452913788221297
203.0,2486,0.024452632235839197
204.0,2508,0.02445210937052536
205.0,1508,0.024450071266838083
206.0,1689,0.024447616952145795
207.0,1709,0.024445842150978926
208.0,2782,0.02444550605681424
209.0,3787,0.024445254952989656
210.0,2271,0.024444034982195453
211.0,927,0.024441744636652274
212.0,1446,0.02444071423014898
213.0,3338,0.024437478710005366
214.0,1870,0.024436324761084937
215.0,4595,0.024436241336220577
216.0,3904,0.024436055050239783
217.0,2528,0.024432759028923244
218.0,4842,0.02443263320115269
219.0,180,0.024430142146376732
220.0,4242,0.02442483400876186
221.0,456,0.024423773202375685
222.0,3468,0.024423040831769084
223.0,1448,0.0244227842780083
224.0,1095,0.024418082723348042
225.0,4524,0.024416681507589452
226.0,2539,0.024415727233310487
227.0,3032,0.02441070390214211
228.0,4238,0.02441023233738123
229.0,2301,0.024408208708608478
230.0,3520,0.024404930741984333
231.0,4506,0.024403318402721315
232.0,3712,0.024401088073382857
233.0,2647,0.024399529771704672
234.0,3261,0.024398809821182813
235.0,2723,0.024396201293480926
236.0,1319,0.024388735695290736
237.0,988,0.02438507018856754
238.0,4559,0.024383415364739643
239.0,1563,0.024382062107364974
240.0,3873,0.024381268227877295
241.0,3299,0.024365136741918904
242.0,3297,0.024364041488145118
243.0,897,0.02436293200728894
244.0,4752,0.02436287500939168
245.0,3885,0.02435899456397625
246.0,3604,0.02435618486375269
247.0,1371,0.024352747574314985
248.0,707,0.024348415199315954
249.0,529,0.024346714642845428
250.0,583,0.02434427290835619
251.0,385,0.02434123407101258
252.0,366,0.024338386249486425
253.0,2104,0.02433833679973847
254.0,2454,0.024337216490258218
255.0,299,0.02433625376455257
256.0,2164,0.024334825559677774
257.0,1305,0.024333633987835057
258.0,3965,0.02433096436330493
259.0,2669,0.024326314098123185
260.0,3915,0.02432128761811743
261.0,4117,0.024319971939373988
262.0,3329,0.0243173913639462
263.0,729,0.024313371046507246
264.0,2406,0.02431290961178347
265.0,590,0.024312559196630362
266.0,2938,0.024305968513200008
267.0,3854,0.024303688321469313
268.0,2497,0.02430167712458372
269.0,2901,0.024299699997272647
270.0,61,0.024299060861821487
271.0,521,0.02429860253424971
272.0,3278,0.024296871085486896
273.0,2079,0.024296718401803467
274.0,4693,0.02429191668601819
275.0,4442,0.024289957860906732
276.0,3284,0.02428897029317091
277.0,1643,0.024285278770697236
278.0,4035,0.024285269623549523
279.0,3974,0.024275997834676433
280.0,1899,0.024275763575147324
281.0,1240,0.0242684440097029
282.0,147,0.024265542081208583
283.0,3222,0.024263886118292687
284.0,673,0.024263256490164652
285.0,3648,0.02426320860762253
286.0,3200,0.02426047097677129
287.0,4296,0.024259949490048803
288.0,4731,0.024258993997121808
289.0,1462,0.024258452042469802
290.0,3992,0.02425648151114243
291.0,2440,0.02425607399028744
292.0,1213,0.024253799387342567
293.0,3744,0.02424362293213769
294.0,2523,0.02423710600166211
295.0,1756,0.024233131543857728
296.0,1722,0.024232413489609493
297.0,4420,0.024227763287966914
298.0,3390,0.024224491840681088
299.0,4090,0.024224061942783152
300.0,388,0.02422381391214228
301.0,3022,0.024223809418886827
302.0,330,0.024221080096240542
303.0,163,0.02422093909397116
304.0,271,0.024216075814855905
305.0,863,0.02421260985933342
306.0,1294,0.024211448773254002
307.0,2879,0.024206229021714175
308.0,1784,0.02420399216606596
309.0,2746,0.024203789601634558
310.0,4416,0.02420357902143879
311.0,497,0.02420194147026104
312.0,3046,0.024199591405725876
313.0,4371,0.02419653502688761
314.0,2546,0.024192995967006463
315.0,4456,0.024188323923241148
316.0,4205,0.024183821148978532
317.0,857,0.024181081447712843
318.0,2980,0.024180899741065742
319.0,133,0.024175619815967428
320.0,3623,0.024169718620654035
321.0,2774,0.024169302713981287
322.0,3395,0.024167786700502042
323.0,1911,0.024164520177002838
324.0,4549,0.024161525835179592
325.0,3926,0.02416079953237916
326.0,2853,0.02416057774522619
327.0,1734,0.024160456836641836
328.0,3809,0.024159981242699198
329.0,53,0.02415960184934636
330.0,2416,0.024159235178528696
331.0,1481,0.024158135048694088
332.0,384,0.02415679690491205
333.0,2570,0.024155466129072795
334.0,4127,0.0241545351570212
335.0,4052,0.024153321498929063
336.0,1592,0.02415066117078335
337.0,65,0.02414937392935427
338.0,3750,0.024148792131649992
339.0,4343,0.024146539118792172
340.0,1702,0.024145118179828673
341.0,1081,0.024144260983711405
342.0,1624,0.024142473097124223
343.0,113,0.024141968723233688
344.0,1776,0.024136480480028484
345.0,55,0.024136410405251524
346.0,2221,0.024135394293230746
347.0,4134,0.024134170507705503
348.0,4539,0.024133970131892342
349.0,3228,0.024133699277204892
350.0,513,0.02412698669612163
351.0,3462,0.024125440685673447
352.0,4167,0.024123963724772393
353.0,54,0.02412319085921648
354.0,2213,0.024123102932407353
355.0,1335,0.024119669728052566
356.0,3042,0.024119002300221536
357.0,3761,0.024116205745289637
358.0,3144,0.024115759208714206
359.0,3592,0.024113086387277723
360.0,3406,0.024110154996587238
361.0,2610,0.024109873041770098
362.0,1604,0.02410931202858626
363.0,3363,0.024108279128245924
364.0,4725,0.024106608689162423
365.0,195,0.024103595977102165
366.0,81,0.024103549223053918
367.0,1203,0.02410281958885501
368.0,3531,0.024102610643110436
369.0,2445,0.024099079265276956
370.0,297,0.024092796843425284
371.0,1997,0.024090806480998123
372.0,142,0.02408757548151206
373.0,3301,0.024086424681596864
374.0,553,0.02408386278177392
375.0,588,0.024079189029500604
376.0,2965,0.024077279056226426
377.0,4797,0.024068164548749313
378.0,2017,0.024066285803694153
379.0,1853,0.024066176684643323
380.0,2915,0.024062199884360584
381.0,2209,0.024060812800989137
382.0,4290,0.024060332714650128
383.0,943,0.02405646228913924
384.0,1099,0.024055669582755075
385.0,2579,0.024053729536877178
386.0,4636,0.024051029741787307
387.0,1657,0.02404944603155968
388.0,2181,0.024047425276116138
389.0,1664,0.024045391822633568
390.0,4111,0.024045326685344016
391.0,4414,0.024041480158926556
392.0,4380,0.024039480824345053
393.0,1660,0.024039470815299675
394.0,4055,0.024035196868732164
395.0,4345,0.02403334928346832
396.0,2277,0.02403042194873059
397.0,1461,0.024027549854600212
398.0,3872,0.024027080205365793
399.0,2764,0.024025946386847102
400.0,647,0.024024568392291043
401.0,709,0.024023559078634148
402.0,645,0.024022736654264482
403.0,141,0.02402208062692538
404.0,428,0.02401918421117394
405.0,3706,0.024018308350603153
406.0,2312,0.0240156795397652
407.0,1892,0.024013513893843336
408.0,4173,0.024013106667407948
409.0,3281,0.024011817311534747
410.0,1699,0.024010203972413435
411.0,3952,0.024009670189858823
412.0,239,0.024008838715729994
413.0,4002,0.02400806446167799
414.0,2801,0.024004724103040484
415.0,1394,0.02400437903229761
416.0,76,0.024003909748386544
417.0,4404,0.024000909683484603
418.0,3741,0.02399846341514226
419.0,1866,0.02399825363147208
420.0,4389,0.02399430856875845
421.0,2554,0.023994233994788887
422.0,4270,0.02399162467418179
423.0,1439,0.023990120226291847
424.0,1936,0.02399004416710617
425.0,4679,0.023989610917192854
426.0,1174,0.023986635397286103
427.0,2170,0.02398231923665707
428.0,3534,0.023982024694452746
429.0,2372,0.02398189356816468
430.0,1658,0.02397328182325393
431.0,3931,0.023970574730066217
432.0,1086,0.023968287701555353
433.0,4352,0.023967134556087805
434.0,354,0.023966491596585603
435.0,4462,0.023965847978649594
436.0,160,0.02396543718434329
437.0,4423,0.02396318843677274
438.0,4471,0.023962151257044866
439.0,3899,0.023956448414679185
440.0,657,0.023956443938729477
441.0,3025,0.02395574229691877
442.0,1374,0.02395500039265782
443.0,1511,0.023954972071391703
444.0,802,0.023954007635986804
445.0,4687,0.023953951670186255
446.0,2010,0.023953877421337467
447.0,3451,0.023953824373047633
448.0,3141,0.023953678922753078
449.0,3727,0.02394891375118905
450.0,856,0.02394726455448622
451.0,3029,0.023947245439514767
452.0,1117,0.023945988651871006
453.0,997,0.023944585417703022
454.0,1470,0.02394429125805342
455.0,47,0.02394251711104651
456.0,4386,0.02394241433189241
457.0,4463,0.023941990671782952
458.0,2683,0.023941539579034138
459.0,3515,0.023940603914119563
460.0,2437,0.023937393953236782
461.0,3099,0.023936983685463646
462.0,2485,0.023934783394055963
463.0,4697,0.023933808968909436
464.0,2827,0.02393318587057294
465.0,2139,0.023932612726414296
466.0,1484,0.023929613516480097
466.0,1661,0.023929613516480097
468.0,4276,0.023928587155448322
469.0,4519,0.023926307448809706
470.0,3105,0.02392619360698764
471.0,189,0.023923078956772627
472.0,732,0.023922759870320498
473.0,2235,0.023922433122131992
474.0,1758,0.023921784464819303
475.0,1605,0.023921004802647944
476.0,1575,0.02391986053368258
477.0,413,0.023918522080122122
478.0,1178,0.02391825258873641
479.0,2373,0.023917695092266926
480.0,842,0.02391621029838571
481.0,3038,0.023915674768681384
482.0,57,0.02391484564043091
483.0,4844,0.023914711212984937
484.0,1327,0.023913004841654983
485.0,342,0.02391231444479773
486.0,3157,0.023911959566109295
487.0,571,0.023906369700817737
488.0,290,0.023906173394664443
489.0,3432,0.02390572452259033
490.0,2348,0.023903649242491644
491.0,2578,0.023902137032947295
492.0,3625,0.023901695873229184
493.0,1277,0.02390139704891829
494.0,3526,0.02390075532932676
495.0,4537,0.023900262377401976
496.0,3677,0.023897492023717208
497.0,2158,0.02389747177396074
498.0,615,0.02389525614009531
499.0,3180,0.023894681449847615
500.0,4619,0.02389315128362169
501.0,4586,0.023892126718091475
502.0,4014,0.02389144342600564
503.0,3353,0.02388418364615283
504.0,1838,0.023881725827882852
505.0,2451,0.023879342784039005
506.0,4787,0.023879251836303204
507.0,1497,0.023878730939052326
508.0,79,0.02387859828433351
509.0,2425,0.02387520717063614
510.0,3295,0.023873825258258645
511.0,1396,0.023872015760623214
512.0,541,0.023872006251366658
513.0,3662,0.0238718977260135
514.0,1572,0.023869347028183947
515.0,2888,0.0238693017979945
516.0,4479,0.023868501763290455
517.0,796,0.02386824431022319
518.0,2350,0.02386756691630148
519.0,4732,0.023866446850960052
520.0,3442,0.02386626417920466
521.0,370,0.023865446144389825
522.0,671,0.02386521118427523
523.0,3699,0.023864779085101682
524.0,2615,0.023863874164249205
525.0,1078,0.023863068178499414
526.0,1079,0.023861101922985666
527.0,669,0.023860756822204933
528.0,2704,0.023859972065921012
529.0,749,0.023859781696397603
530.0,913,0.02385943160020778
531.0,3412,0.02385909231617175
532.0,1929,0.02385478957373582
533.0,3466,0.023854695044858803
534.0,307,0.023854426935089552
535.0,4662,0.02385399029164772
536.0,4241,0.023852969410686126
537.0,4231,0.023849768258352493
538.0,1304,0.023849605290639776
539.0,4439,0.023849569822195993
540.0,3617,0.023849092282848764
541.0,3417,0.023848056971410007
542.0,2469,0.023847488472899383
543.0,3746,0.02384629803184521
544.0,1351,0.02384563738538894
545.0,591,0.023843673169798983
546.0,493,0.023843541193364216
547.0,110,0.023841365233497013
548.0,1357,0.023840535035405515
549.0,2944,0.02383926777413726
550.0,3296,0.023838589235225145
551.0,152,0.023838552784600883
552.0,1456,0.023833563098521096
553.0,1253,0.0238313546599961
554.0,466,0.02382612001639378
555.0,3245,0.02382567794240984
556.0,3932,0.02382487364532404
557.0,2844,0.02382194767365571
558.0,357,0.023820900264853957
559.0,232,0.023820296633342834
560.0,1336,0.023819700535652768
561.0,2262,0.023819176536321568
562.0,1490,0.023818908566436824
563.0,3518,0.0238181301690221
564.0,3627,0.023816618720899803
565.0,2463,0.02381581373055179
566.0,3246,0.023815755830512715
567.0,346,0.02380953464408895
568.0,2449,0.02380947254668514
569.0,2199,0.023808231158120682
570.0,3435,0.023807816661923085
571.0,2380,0.02380560704895992
572.0,1541,0.023805541268917665
573.0,915,0.023805041499514012
574.0,2496,0.023803291452146137
575.0,2697,0.023802468778940628
576.0,999,0.02379957783777146
577.0,3315,0.023795450818934312
578.0,1143,0.023795289975969646
579.0,3878,0.023795040684920287
580.0,786,0.023792034150898457
581.0,116,0.02379152953170536
582.0,2862,0.023791252018003146
583.0,3685,0.023791105891127734
584.0,1515,0.023790569885015322
585.0,1022,0.02379051213695854
586.0,3210,0.02379032277638274
587.0,434,0.023787808658721807
588.0,108,0.023787533634488045
589.0,4200,0.023786642818251855
590.0,3516,0.023786370560983566
591.0,2557,0.023785265161156345
592.0,2132,0.02378449540182284
593.0,2899,0.02378186711577835
594.0,3256,0.023781231674123736
595.0,3131,0.023780999744013084
596.0,538,0.023778660896862848
597.0,2369,0.023777853865195934
598.0,2942,0.02377492341655415
599.0,4807,0.023773742545821513
600.0,1464,0.023771678370759657
601.0,4630,0.023770937748438255
602.0,4765,0.02376906383725249
603.0,650,0.02376562903557852
604.0,4597,0.023763966203539367
605.0,1029,0.023761397812927167
606.0,85,0.023758407028694185
607.0,964,0.02375753108260848
608.0,3023,0.02375593062237894
609.0,1023,0.023754176435210647
610.0,1860,0.02375302430295719
611.0,285,0.023752708387117176
612.0,3720,0.023751300143177733
613.0,2466,0.02375085151248365
614.0,3836,0.023748255008186406
615.0,2371,0.023746020981567743
616.0,199,0.023745016145651353
617.0,2110,0.023743614742093667
618.0,3812,0.023743255162591275
619.0,4482,0.023743197414534498
620.0,4545,0.023741673156332195
621.0,1223,0.023739406088213785
622.0,4671,0.023737114374608934
623.0,3658,0.023737040683135507
624.0,1485,0.02373403355177753
625.0,4107,0.023733162246407598
626.0,1601,0.023730628149744734
627.0,563,0.02372971028649574
628.0,2161,0.023728706438105516
629.0,3005,0.02372774927974141
630.0,3331,0.023725394405266907
631.0,2233,0.023724193423368577
632.0,3294,0.023723946088044647
633.0,2695,0.02372388571603973
634.0,2536,0.02372308805202826
635.0,3843,0.02372306769460971
636.0,755,0.023722599111899705
637.0,807,0.023721325538304243
638.0,792,0.023720919310219614
639.0,2322,0.023717785989914586
640.0,1372,0.023714202543971573
641.0,4583,0.023712211247089575
642.0,4483,0.023712118514197328
643.0,4224,0.0237083884679625
644.0,3818,0.023708298058574176
645.0,4008,0.023708289839286342
646.0,3404,0.023707088594761533
647.0,2126,0.02370551741901581
648.0,1964,0.02370302911205991
649.0,629,0.023702073956193892
650.0,119,0.023701637035875876
651.0,4348,0.023700797382263918
652.0,4610,0.02369718159628837
653.0,2800,0.023695303244579625
654.0,2223,0.023695055549682764
655.0,2396,0.023694907100865796
656.0,2972,0.023692457998375667
657.0,2185,0.023685567005814992
658.0,1266,0.02368502216545322
659.0,3036,0.02368274386925376
660.0,3437,0.023682431029896887
661.0,712,0.023679185895293872
662.0,4786,0.02367883304499622
663.0,1378,0.02367790141463403
664.0,3785,0.023677463416117317
665.0,3876,0.023676605571942053
666.0,3171,0.023675796259019527
667.0,2643,0.023674306317100685
668.0,4159,0.02367383053810249
669.0,349,0.02367296887505598
670.0,3990,0.023672494445781386
671.0,4359,0.02367195836659582
672.0,2549,0.023671228315122896
673.0,3481,0.023669931255141483
674.0,2409,0.023669011847667752
675.0,962,0.023662779144098044
676.0,2876,0.02366271600372686
677.0,2403,0.023661609545209086
678.0,2824,0.02366098230246374
679.0,1379,0.023660717248169448
680.0,3781,0.0236593460171697
681.0,4007,0.02365792751414394
682.0,1557,0.023657625362165795
683.0,520,0.02365698200032966
684.0,1031,0.023656778939903932
685.0,3260,0.023656426440313315
686.0,2136,0.023656171060587653
687.0,4141,0.023656004276485586
688.0,215,0.023653995240890208
689.0,3678,0.02365376642701144
690.0,1570,0.02365321764817532
691.0,2186,0.023653054448411585
692.0,375,0.02365042924593281
693.0,1796,0.02364862919100512
694.0,4502,0.023647847092863966
695.0,2218,0.02364777924425444
696.0,676,0.023646826228488915
696.0,1512,0.023646826228488915
698.0,4818,0.02364605676289072
699.0,1290,0.023645757375830724
700.0,1314,0.023644784592907052
701.0,67,0.02364169575277643
702.0,3283,0.023641427951564414
703.0,2555,0.023641355146216594
704.0,1804,0.023636653179411774
705.0,3550,0.023634601700053846
706.0,3791,0.023631945985327543
707.0,3748,0.023630355941848362
708.0,3303,0.023630292247786185
709.0,174,0.02362864544975345
710.0,2807,0.023623959429735733
711.0,3984,0.0236237166348076
712.0,4034,0.023623132800601205
713.0,4520,0.02362279372695466
714.0,3632,0.023622247851347738
715.0,3578,0.023621789410083784
716.0,3978,0.02362108354597894
717.0,1251,0.023613998134891616
718.0,4717,0.023610406310474483
719.0,1418,0.023609690020072613
720.0,816,0.023609168502983807
721.0,1356,0.023608731163698354
722.0,4621,0.02360863744655217
723.0,1847,0.023607934027241567
724.0,3752,0.02360704325683132
725.0,2389,0.02360568250750394
726.0,3292,0.02360434195036249
727.0,1492,0.023603145456277397
728.0,4791,0.023600736820782904
729.0,2863,0.023596460129435354
730.0,1828,0.023595866374083223
731.0,4465,0.02359414003102487
732.0,1675,0.023591791085366184
733.0,519,0.023590785782918518
734.0,3826,0.02359019005795249
735.0,2716,0.023585893902940885
736.0,2858,0.02358453409893224
737.0,2330,0.023580457519230234
738.0,1930,0.023579257704151965
739.0,1340,0.02357918190394208
740.0,4228,0.0235781663235346
741.0,3244,0.023577441911353143
742.0,1554,0.02357703987743965
743.0,464,0.023576565127595043
744.0,107,0.02357496859007932
745.0,2285,0.0235737465008571
746.0,4507,0.023573521949255032
747.0,3504,0.023569505317770037
748.0,2685,0.023567547168553797
749.0,2494,0.023565991136723217
750.0,1085,0.023565783085981607
751.0,3360,0.023563929847847956
752.0,821,0.02356386649255919
753.0,2254,0.0235633302183657
754.0,371,0.023563144570430464
755.0,2472,0.023562436328484027
756.0,1196,0.0235600539503363
757.0,473,0.023560018778401817
758.0,4277,0.02355627490840979
759.0,191,0.02355528342246279
760.0,1422,0.02355321542392049
761.0,3953,0.02355310366023379
762.0,455,0.023553057281242146
763.0,2225,0.023549753551108735
764.0,638,0.023549548458396463
765.0,3033,0.023548538228413744
766.0,2575,0.023548006018225147
767.0,1837,0.023545486222209457
768.0,4799,0.023543388060163116
769.0,3808,0.023543065188418984
770.0,4632,0.02354284993431869
771.0,2832,0.023542441644946177
772.0,1881,0.02354159787579807
773.0,2584,0.023540736440644902
774.0,2036,0.02353714372184155
775.0,1233,0.023536182081936197
776.0,2005,0.023535292201060397
777.0,3084,0.023535248940620444
778.0,4655,0.023533219272874585
779.0,3734,0.02352618540545933
780.0,4385,0.02352535454839815
781.0,4740,0.023523624308313448
782.0,3060,0.023522057999936848
783.0,3729,0.023520400323242454
784.0,4743,0.02351984543724015
785.0,2144,0.02351500246916248
786.0,3611,0.023514285483776265
787.0,45,0.023514019692997053
788.0,96,0.02351289792977855
789.0,4243,0.02351175907256106
790.0,3501,0.023511523966973032
791.0,1597,0.02350855507186747
792.0,1430,0.023508539303814382
793.0,4407,0.02350591751852256
794.0,4499,0.023505672404527087
795.0,3165,0.023504985410251488
796.0,3090,0.023502566270094095
797.0,4175,0.02350091131235416
798.0,1359,0.02350011554751645
798.0,3512,0.02350011554751645
800.0,1773,0.023500097808869774
801.0,1525,0.02349989648292286
802.0,213,0.023498493711241363
803.0,828,0.02349666586724855
804.0,1306,0.023495991536365776
805.0,2078,0.023495606588495185
806.0,4691,0.023493172170430898
807.0,3428,0.023492148797503498
808.0,1814,0.023491806943928016
809.0,1510,0.02349156156076695
810.0,398,0.02349081906117744
811.0,435,0.02348821002000125
812.0,2205,0.02348664932543359
813.0,2756,0.02348643854528565
814.0,1970,0.023481800961874313
815.0,309,0.023480664993270034
816.0,1514,0.023479691497180124
817.0,2236,0.02347746148363925
818.0,1283,0.02347715894337785
819.0,1364,0.023475378136862745
820.0,59,0.023474392414790598
821.0,4492,0.02347387161817115
822.0,4745,0.023473160428939113
823.0,2071,0.02347211889001736
824.0,2612,0.02347177035233207
825.0,247,0.023470750711377532
826.0,4497,0.0234655858916394
827.0,3856,0.023461547073555366
828.0,3939,0.02345958155015503
829.0,457,0.02345918649734697
830.0,80,0.02345845249637093
831.0,3502,0.02345841990928042
832.0,4584,0.023457754330240384
833.0,1711,0.02345692003195346
834.0,1890,0.023454660898410723
835.0,4357,0.023453675249345496
836.0,4044,0.02345261905808099
837.0,4689,0.023451193390896623
838.0,1937,0.02345083832481045
839.0,1644,0.023449016687368863
840.0,3993,0.023447870991506428
841.0,2735,0.023446679515363944
842.0,3076,0.023445283914950682
843.0,633,0.0234450535674932
844.0,4826,0.02344439435945711
845.0,4291,0.023442708916870753
846.0,3543,0.023442499608417905
847.0,1809,0.023441735288210485
848.0,2424,0.02343976137526916
849.0,3443,0.02343788685152655
850.0,1124,0.0234372740186128
851.0,867,0.023437168157631923
852.0,1830,0.023437161950407303
853.0,3834,0.023436528602554553
854.0,2967,0.02343550180982735
855.0,1693,0.023433344158647028
856.0,2691,0.023433210148492895
857.0,3421,0.023432561384860835
858.0,896,0.023432047546076754
859.0,4591,0.02343066879357202
860.0,3811,0.023429749383435526
861.0,104,0.02342929338837363
862.0,1465,0.02342717162144408
863.0,3164,0.02342709048498648
864.0,622,0.02342528952469175
865.0,2090,0.023423625513760468
866.0,2670,0.023422716566651878
867.0,4646,0.023420145829750647
868.0,2077,0.0234161314383745
869.0,3991,0.023416034069291842
870.0,134,0.023414367073244867
871.0,2265,0.02341422815685417
872.0,873,0.02341398216144283
873.0,3728,0.023413945029929797
874.0,2421,0.023412443710966718
875.0,69,0.02341227323002121
876.0,355,0.023409389515422117
877.0,3967,0.02340898017220946
878.0,2400,0.023408718659486034
879.0,4317,0.023408093314714454
880.0,1380,0.023407213939369072
881.0,1681,0.02340676362354599
882.0,4504,0.023403500779090564
883.0,4138,0.023403033868986102
884.0,1582,0.023400995016937164
