Rank	TokenID	Rarity Score
751	398	2.4849845456824884
752	2218	2.4848932116451596
753	1644	2.4846900678964756
754	1497	2.4835622918265376
755	4583	2.483411223011809
756	2104	2.4829827629028234
757	3538	2.4825549779241873
758	116	2.4825243698393735
759	4354	2.48240999893883
760	1601	2.482301898105623
761	3900	2.48227873748088
762	753	2.4816509663075754
763	107	2.4816344759008873
764	1828	2.4810807985370316
765	4000	2.4810779459664585
766	1699	2.4810071697950944
767	1486	2.4801152912046622
768	2592	2.4795710765924954
769	4241	2.4773762778281854
770	221	2.477234161640075
771	538	2.4766535757105834
772	1086	2.476454281222989
773	3516	2.476236455108359
774	671	2.4753178727505376
775	2256	2.4752600607597426
776	4424	2.474894408165363
777	4807	2.474835972467563
778	3974	2.4742914541017833
779	3888	2.4732175233069755
780	3899	2.473033285975918
781	2373	2.471611341180283
782	2863	2.4712556101438565
783	198	2.4707691067548
784	351	2.4707340348347726
785	4537	2.470409350358556
786	2862	2.470138409885648
787	1233	2.469887497029631
788	473	2.469658447197235
789	2348	2.4691717837611997
790	1764	2.468771860668056
791	2517	2.4687280515767442
792	194	2.4685304159873063
793	4717	2.4681722749773995
794	4597	2.467908947091453
795	1029	2.4677753625705012
796	2045	2.4677095412676238
797	2503	2.46736590085148
798	2800	2.46695175415512
799	3235	2.466884107947115
800	1597	2.466688595265647
801	1388	2.4665266775222263
802	927	2.4664960380272767
803	4733	2.466376790060996
804	1658	2.466104931579926
805	1932	2.4657904700262474
806	346	2.4656032879645187
807	1784	2.4640150514137766
808	3292	2.4638566951500915
809	355	2.46370799491603
810	2889	2.46361515704264
811	2170	2.4635461191137065
812	67	2.463411908873318
813	876	2.4631771377742684
814	1465	2.4631652348452127
815	2233	2.462905939164809
816	3269	2.462893820928509
817	1437	2.462852766797202
818	4389	2.462075970536284
819	2732	2.4620075436319504
820	307	2.461877747504807
821	371	2.4618294053808993
822	2965	2.4617555401662052
823	401	2.4613800240887094
824	3783	2.4612078723474653
825	1691	2.4611720410536946
826	830	2.4608581120327884
827	4788	2.4605626062088954
828	1326	2.459789452208515
829	1379	2.4593697852377883
830	1713	2.4592012633352827
831	110	2.458504457928421
832	2371	2.4583293923368283
833	3871	2.458239164738637
834	1079	2.4570153066567624
835	305	2.4569966327487722
836	2098	2.4567923233513533
837	3244	2.4565229421562313
838	2030	2.456208785420742
839	633	2.4560641931895324
840	3303	2.455337636544191
841	3808	2.455066778426647
842	1015	2.4540824163842627
843	1675	2.4523943321694137
844	1448	2.4518299631035125
845	229	2.451155337373697
846	2188	2.4505810988048715
847	660	2.4505810988048706
848	3262	2.450515867052384
849	3828	2.45031168575531
850	3876	2.4501696883041486
851	807	2.4498315749322845
852	1332	2.449723751655637
853	1378	2.448694500103014
854	242	2.4485183834984316
855	1134	2.4482021404025724
856	2071	2.4481923068093097
857	2807	2.4478066063349675
858	4393	2.4477141804179774
859	520	2.447595485735148
860	4791	2.447421463699638
861	4024	2.4473008635368916
862	1374	2.4466879957204317
863	3811	2.446644095760804
864	1169	2.4465298158914273
865	4666	2.4464640279245433
866	3017	2.4459159910591928
867	4431	2.4456860424394224
868	3130	2.4452984065487904
869	2915	2.4435928605313095
870	4545	2.443254015823543
871	4270	2.4430981154934557
872	4034	2.4425426009147984
873	4319	2.441789983535791
874	1446	2.4416238090723796
875	1918	2.4414847398104396
876	4186	2.4413423389859954
877	4395	2.4407009432462647
878	4792	2.4405518788894387
879	2858	2.4403918405519454
880	3945	2.440282369940957
881	1773	2.440092954442958
882	3836	2.4398054075066087
883	1751	2.4396907955144904
884	3353	2.439574737434359
885	1522	2.439492776652937
886	4272	2.439387364517849
887	3105	2.4392229557120455
888	1697	2.4386830755145428
889	4470	2.4385389325115017
890	2489	2.4380259394751302
891	1054	2.43779377695153
892	1266	2.4375485192519957
893	3232	2.4367892432396685
894	1505	2.43655845432329
895	4628	2.4365404629700813
896	1475	2.4358568573886683
897	1804	2.435685803249847
898	4020	2.435264966937341
899	3432	2.4352266803524474
900	642	2.43507525558467
901	3336	2.4349782205168147
902	1439	2.4344571884850907
903	3308	2.4344359020790476
904	3992	2.4336150372820007
905	3404	2.4330500831987174
906	2450	2.432967924084908
907	2232	2.4321800923209125
908	669	2.431985455629785
909	3256	2.430264368973465
910	617	2.4297386450358087
911	4018	2.4295566573391723
912	908	2.4295281845501187
913	376	2.4273878236973205
914	4207	2.4273141978311314
915	1809	2.4272461163811085
916	854	2.4263317671224733
917	2854	2.4262020156110347
918	3181	2.4259459179285496
919	622	2.4257578502375376
920	3164	2.425556471468849
921	4690	2.4251446026695147
922	2152	2.424692522982578
923	3421	2.4246713075120767
924	693	2.424568209539916
925	3108	2.424338110960268
926	174	2.424165751390913
927	1654	2.4240464329414433
928	2944	2.423832422766845
929	3431	2.423804336227984
930	1998	2.423626902579217
931	991	2.422994460558256
932	4662	2.422221115763228
933	2826	2.4221775516614823
934	1356	2.422159333553627
935	4645	2.422109388675391
936	3060	2.421899054718717
937	4718	2.421484489452306
938	3245	2.421190469820205
939	496	2.4209662749422143
940	455	2.4206470592558826
941	2322	2.420220181762619
942	3990	2.420186576428302
943	4743	2.4185099866306747
944	1711	2.418411435850912
945	2389	2.4174699315560706
946	914	2.415610739916579
947	81	2.4153775982558354
948	3932	2.4135577704912157
949	232	2.4135072282554195
950	666	2.413426048434192
951	1557	2.4128617526779434
952	2684	2.4119220810233735
953	2770	2.41177764444371
954	237	2.4116920372499355
955	2189	2.4115930682832714
956	2814	2.4113025997670388
957	2070	2.4110454050768
958	3511	2.4107745438464563
959	4337	2.4107466529845016
960	3636	2.4101847080214283
961	2612	2.410030529627127
962	1494	2.409442884473253
963	2774	2.4093805855817516
964	223	2.4093698702015294
965	2552	2.4079457778525715
966	1949	2.4077097453617715
967	4661	2.407193419061403
968	3543	2.407176264112525
969	746	2.4070308072317363
970	1103	2.406730985484313
971	4471	2.4065260237973574
972	3812	2.4062693550661503
973	1196	2.4058061165308406
974	3728	2.405596578379953
975	4575	2.405276740954119
976	4500	2.405059124067228
977	4357	2.4047380373785407
978	2855	2.404543911140254
979	4766	2.404367718221873
980	1010	2.404223520972202
981	3867	2.4041458823849737
982	1471	2.403608240174034
983	459	2.4035436063820073
984	461	2.4034550049432655
985	1931	2.4033840627415994
986	3841	2.401400462814359
987	2005	2.4008564653198463
988	4318	2.400671641381792
989	4165	2.400178210827241
990	3013	2.3998554757091095
991	2411	2.399690378331859
992	4245	2.399690378331859
993	1824	2.3993743719858474
994	3084	2.3993087738031207
995	1023	2.3992086571761813
996	1250	2.3988855761370815
997	4636	2.398730453129836
998	410	2.3986044337503185
999	519	2.398467881234825
1000	435	2.398338086462347
1001	2502	2.3982765850688397
1002	1358	2.398251969980551
1003	4175	2.3981639597946347
1004	2831	2.397785665836945
1005	3171	2.397783244098623
1006	4124	2.397730402229541
1007	3542	2.3973294815468735
1008	2048	2.397280665205267
1009	4401	2.3971526866473996
1010	2383	2.3969936399135117
1011	1430	2.396584157398553
1012	4621	2.3956461543157257
1013	2186	2.3950016453326235
1014	1933	2.394954951537842
1015	1633	2.394329721665108
1016	3194	2.3940170254376327
1017	1961	2.3938865216000877
1018	4426	2.3938619523776956
1019	4203	2.393070720997195
1020	2935	2.3930553855569157
1021	4081	2.3925060915811738
1022	4180	2.392434294473591
1023	4799	2.3921512285197464
1024	4504	2.391734307712945
1025	2897	2.3915000031313784
1026	1912	2.391226437170862
1027	1251	2.3910092324069323
1028	1045	2.3900707985429954
1029	972	2.389996848332644
1030	134	2.389708424644925
1031	120	2.38960122758051
1032	1704	2.3895090097918006
1033	4044	2.3891917178938678
1034	2691	2.38916258526499
1035	1501	2.3884717725322586
1036	1631	2.3883740917825844
1037	2643	2.3873015159668727
1038	3218	2.387059388442529
1039	989	2.386589366172757
1040	3498	2.385507048894929
1041	4412	2.384841937105106
